vf_id,domain,domain_code,capability,origin,source_r2v_ids,source_capabilities,evidence_class,decision,priority,candidate_or_reference,authority_rule,verification_gate,status
VF-VER-004,"12 Security, verification and evidence",VER,Telemetry Redaction Policy,REPLIT-DERIVED-REQUIREMENT,R2V-229,Client telemetry query-string scrubbing,PACKAGE-PROVEN,OWN,P1,OTel processors/redaction rules,"VibeFlow is authoritative for Telemetry Redaction Policy state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-005,"12 Security, verification and evidence",VER,VulnerabilityRemediationWorkflow,REPLIT-DERIVED-REQUIREMENT,R2V-230,CVE auto-protect,DOCUMENTED,OWN,P1,OSV + Agent + verification,"VibeFlow is authoritative for VulnerabilityRemediationWorkflow state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-006,"12 Security, verification and evidence",VER,Security-triggered Recovery Task,REPLIT-DERIVED-REQUIREMENT,R2V-231,CVE Auto-Protect background patch preparation,DOCUMENTED,OWN,P1,Vuln feed + task scheduler + verification,"VibeFlow is authoritative for Security-triggered Recovery Task state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-007,"12 Security, verification and evidence",VER,Org Vulnerability Inventory,REPLIT-DERIVED-REQUIREMENT,R2V-232,Dependency CVE inventory by workspace,DOCUMENTED,OWN,P0,OSV/Trivy + control-plane index,"VibeFlow is authoritative for Org Vulnerability Inventory state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-008,"12 Security, verification and evidence",VER,Evidence,REPLIT-DERIVED-REQUIREMENT,R2V-233,Evidence chain,INFERRED/ARCHITECTURAL,OWN,P1,Content-addressed evidence graph,"VibeFlow is authoritative for Evidence state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-009,"12 Security, verification and evidence",VER,PrivacyFinding,REPLIT-DERIVED-REQUIREMENT,R2V-234,HoundDog privacy scan,DOCUMENTED,BRIDGE,P1,HoundDog or alternate scanner,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for PrivacyFinding.,Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-010,"12 Security, verification and evidence",VER,Package Provenance Gate,REPLIT-DERIVED-REQUIREMENT,R2V-235,Package Firewall,DOCUMENTED,BRIDGE,P1,Registry proxy + OSV/allowlists,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Package Provenance Gate.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-011,"12 Security, verification and evidence",VER,SecurityFindings,REPLIT-DERIVED-REQUIREMENT,R2V-236,Project Security Center,DOCUMENTED,OWN,P0,Trivy/OSV/Semgrep/Gitleaks/etc.,"VibeFlow is authoritative for SecurityFindings state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-012,"12 Security, verification and evidence",VER,DeviceRiskEvidence,REPLIT-DERIVED-REQUIREMENT,R2V-237,Rooted-device risk signal is non-authoritative,PACKAGE-PROVEN,DEFER,P0,Platform integrity APIs,Not a greenfield core authority; no foundational dependency on this capability.,Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-013,"12 Security, verification and evidence",VER,SBOMEvidence,REPLIT-DERIVED-REQUIREMENT,R2V-238,SBOM export,DOCUMENTED,ADOPT,P1,Syft/CycloneDX,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for SBOMEvidence.,Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-014,"12 Security, verification and evidence",VER,Secret Verification Check,REPLIT-DERIVED-REQUIREMENT,R2V-239,Secret-scan / sensitive data prevention,CORROBORATED,ADOPT,P0,Gitleaks/TruffleHog-compatible adapter,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Secret Verification Check.,Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-015,"12 Security, verification and evidence",VER,SecurityReviewTask,REPLIT-DERIVED-REQUIREMENT,R2V-240,Security Agent,DOCUMENTED,BRIDGE,P1,Agent + scanners,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for SecurityReviewTask.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-016,"12 Security, verification and evidence",VER,SAST evidence,REPLIT-DERIVED-REQUIREMENT,R2V-241,Semgrep static analysis,DOCUMENTED,ADOPT,P1,Semgrep Community rules/licensing review,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for SAST evidence.,Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-017,"12 Security, verification and evidence",VER,Emergency Deployment Quarantine,REPLIT-DERIVED-REQUIREMENT,R2V-242,Unpublish high-exposure vulnerable application,DOCUMENTED,BRIDGE,P1,Deployment adapter revoke/unpublish,"VibeFlow is authoritative for Emergency Deployment Quarantine state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-018,"12 Security, verification and evidence",VER,VisualEvidence,REPLIT-DERIVED-REQUIREMENT,R2V-243,Visual verification/screenshots,PACKAGE-PROVEN,OWN,P3,Playwright/device screenshot,"VibeFlow is authoritative for VisualEvidence state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-019,"12 Security, verification and evidence",VER,SecurityPortfolio,REPLIT-DERIVED-REQUIREMENT,R2V-244,Workspace Security Center,DOCUMENTED,DEFER,P0,Findings DB + UI,Not a greenfield core authority; no foundational dependency on this capability.,Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-OBS-001,"13 Observability, analytics and incident response",OBS,ProductEvent/FeatureFlag,REPLIT-DERIVED-REQUIREMENT,R2V-245,Analytics/experiments,PACKAGE-PROVEN,DEFER,P1,GrowthBook/basic first-party analytics,Not a greenfield core authority; no foundational dependency on this capability.,OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-002,"13 Observability, analytics and incident response",OBS,ServiceMetrics,REPLIT-DERIVED-REQUIREMENT,R2V-246,Application analytics,DOCUMENTED,BRIDGE,P1,OTel metrics/traces,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ServiceMetrics.",OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-003,"13 Observability, analytics and incident response",OBS,HealthCheck,REPLIT-DERIVED-REQUIREMENT,R2V-247,Application monitoring,DOCUMENTED,BRIDGE,P1,Provider health + OTel,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for HealthCheck.",OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-004,"13 Observability, analytics and incident response",OBS,Attribution Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-248,AppsFlyer attribution/purchase tracking,PACKAGE-PROVEN,REJECT/OMIT,P1,Optional attribution provider,Not a greenfield core authority; no foundational dependency on this capability.,OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-005,"13 Observability, analytics and incident response",OBS,Bridge/WebView telemetry,REPLIT-DERIVED-REQUIREMENT,R2V-249,Bridge/WebView error capture,PACKAGE-PROVEN,OWN,P1,OpenTelemetry spans/events,"VibeFlow is authoritative for Bridge/WebView telemetry state/policy; external IDs are references, never the source of VibeFlow truth.",OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-006,"13 Observability, analytics and incident response",OBS,TraceCorrelation,REPLIT-DERIVED-REQUIREMENT,R2V-250,Cross-resource correlation,UNKNOWN/PRIVATE,OWN,P1,OpenTelemetry attributes,"VibeFlow is authoritative for TraceCorrelation state/policy; external IDs are references, never the source of VibeFlow truth.",OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-007,"13 Observability, analytics and incident response",OBS,Client OTel/RUM Exporter,REPLIT-DERIVED-REQUIREMENT,R2V-251,Datadog mobile RUM integration,PACKAGE-PROVEN,ADOPT,P1,OpenTelemetry + optional Datadog exporter,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Client OTel/RUM Exporter.,OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-008,"13 Observability, analytics and incident response",OBS,IncidentTask,REPLIT-DERIVED-REQUIREMENT,R2V-252,Investigate downtime with Agent,DOCUMENTED,OWN,P1,Agent + log/trace adapters,"VibeFlow is authoritative for IncidentTask state/policy; external IDs are references, never the source of VibeFlow truth.",OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-009,"13 Observability, analytics and incident response",OBS,ClientErrorEvent,REPLIT-DERIVED-REQUIREMENT,R2V-253,Mobile crash/error telemetry,PACKAGE-PROVEN,ADOPT,P1,OpenTelemetry + optional Sentry,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for ClientErrorEvent.,OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-010,"13 Observability, analytics and incident response",OBS,ClientPerformanceEvent,REPLIT-DERIVED-REQUIREMENT,R2V-254,Mobile RUM/performance,PACKAGE-PROVEN,ADOPT,P1,OTel mobile + optional vendor,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for ClientPerformanceEvent.,OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-011,"13 Observability, analytics and incident response",OBS,Incident -> Task -> Verification Loop,REPLIT-DERIVED-REQUIREMENT,R2V-255,Monitoring-to-Agent remediation,DOCUMENTED,OWN,P1,OTel alerts + task scheduler,"VibeFlow is authoritative for Incident -> Task -> Verification Loop state/policy; external IDs are references, never the source of VibeFlow truth.",OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-012,"13 Observability, analytics and incident response",OBS,LogSourceBinding,REPLIT-DERIVED-REQUIREMENT,R2V-256,Production logs,DOCUMENTED,BRIDGE,P1,OTel/log provider APIs,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for LogSourceBinding.",OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-013,"13 Observability, analytics and incident response",OBS,Error/Trace Exporter,REPLIT-DERIVED-REQUIREMENT,R2V-257,Sentry error/tracing integration,PACKAGE-PROVEN,ADOPT,P1,OpenTelemetry + optional Sentry exporter,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Error/Trace Exporter.,OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-OBS-014,"13 Observability, analytics and incident response",OBS,Feature Flag Provider,REPLIT-DERIVED-REQUIREMENT,R2V-258,Statsig feature/experiment targeting,PACKAGE-PROVEN,BRIDGE,P1,OpenFeature + provider,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Feature Flag Provider.",OTel correlation/redaction + alert-to-task lineage tests,NOT_STARTED
VF-DSN-001,"14 Design, visual creation and artifact composition",DSN,ArtifactType: media,REPLIT-DERIVED-REQUIREMENT,R2V-259,Animation/video artifact,DOCUMENTED,DEFER,P2,External tool/provider,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-002,"14 Design, visual creation and artifact composition",DSN,Design-to-Code Task,REPLIT-DERIVED-REQUIREMENT,R2V-260,Apply design changes back to app,DOCUMENTED,OWN,P2,Agent task with selected artifact refs,"VibeFlow is authoritative for Design-to-Code Task state/policy; external IDs are references, never the source of VibeFlow truth.",Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-003,"14 Design, visual creation and artifact composition",DSN,Artifact Board (later),REPLIT-DERIVED-REQUIREMENT,R2V-261,Canvas / visual board,DOCUMENTED,DEFER,P2,Excalidraw/Konva/React Flow primitives,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-004,"14 Design, visual creation and artifact composition",DSN,Design Annotation Artifact,REPLIT-DERIVED-REQUIREMENT,R2V-262,Canvas annotations/shapes/sticky notes,DOCUMENTED,DEFER,P2,Canvas primitives,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-005,"14 Design, visual creation and artifact composition",DSN,Artifact Frame,REPLIT-DERIVED-REQUIREMENT,R2V-263,Canvas frames,DOCUMENTED,DEFER,P2,Custom canvas frame model,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-006,"14 Design, visual creation and artifact composition",DSN,ArtifactType: design,REPLIT-DERIVED-REQUIREMENT,R2V-264,Design artifact,DOCUMENTED,DEFER,P2,Canvas primitives,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-007,"14 Design, visual creation and artifact composition",DSN,DesignArtifact,REPLIT-DERIVED-REQUIREMENT,R2V-265,Detached design mockup frame,DOCUMENTED,OWN,P2,Design artifact schema,"VibeFlow is authoritative for DesignArtifact state/policy; external IDs are references, never the source of VibeFlow truth.",Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-008,"14 Design, visual creation and artifact composition",DSN,Deterministic Source Transformation,REPLIT-DERIVED-REQUIREMENT,R2V-266,Deterministic Visual Editor changes,DOCUMENTED,DEFER,P2,AST/CSS/DOM mapping engine,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-009,"14 Design, visual creation and artifact composition",DSN,Design Provider Binding,REPLIT-DERIVED-REQUIREMENT,R2V-267,Figma design import and Figma MCP paths,DOCUMENTED,BRIDGE,P2,Figma API/MCP,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Design Provider Binding.",Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-010,"14 Design, visual creation and artifact composition",DSN,Artifact Variant Set,REPLIT-DERIVED-REQUIREMENT,R2V-268,Generate multiple design alternatives,DOCUMENTED,DEFER,P2,Agent task + artifact graph,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-011,"14 Design, visual creation and artifact composition",DSN,Artifact Canvas,REPLIT-DERIVED-REQUIREMENT,R2V-269,Infinite Design Canvas,DOCUMENTED,DEFER,P2,tldraw/Konva/React Flow + custom artifact graph,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-012,"14 Design, visual creation and artifact composition",DSN,Preview Artifact Frame,REPLIT-DERIVED-REQUIREMENT,R2V-270,Live app preview frame on Canvas,DOCUMENTED,DEFER,P2,PreviewEndpoint embedded in Canvas,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-013,"14 Design, visual creation and artifact composition",DSN,Artifact Relationship Graph,REPLIT-DERIVED-REQUIREMENT,R2V-271,Map multi-screen user flows,DOCUMENTED,DEFER,P2,Graph edges over artifacts,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-014,"14 Design, visual creation and artifact composition",DSN,Viewport Variant,REPLIT-DERIVED-REQUIREMENT,R2V-272,Multiple responsive device-size variants,DOCUMENTED,DEFER,P2,Responsive preview presets,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-015,"14 Design, visual creation and artifact composition",DSN,Artifact Export,REPLIT-DERIVED-REQUIREMENT,R2V-273,PNG export from design frame,DOCUMENTED,ADOPT,P2,Browser rendering/screenshot,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Artifact Export.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-016,"14 Design, visual creation and artifact composition",DSN,ArtifactType: slides,REPLIT-DERIVED-REQUIREMENT,R2V-274,Slides artifact,DOCUMENTED,DEFER,P2,LibreOffice/PPTX tooling,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-017,"14 Design, visual creation and artifact composition",DSN,Deterministic UI edit adapter,REPLIT-DERIVED-REQUIREMENT,R2V-275,Visual Editor,DOCUMENTED,DEFER,P2,DOM/AST transforms + Agent fallback,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-018,"14 Design, visual creation and artifact composition",DSN,VisualEdit -> Task Handoff,REPLIT-DERIVED-REQUIREMENT,R2V-276,Visual Editor Agent fallback,DOCUMENTED,DEFER,P2,Metadata selection + coding agent,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-DSN-019,"14 Design, visual creation and artifact composition",DSN,Render-to-Source Mapping,REPLIT-DERIVED-REQUIREMENT,R2V-277,Visual element to source-code navigation,DOCUMENTED,DEFER,P2,Source maps/framework instrumentation,Not a greenfield core authority; no foundational dependency on this capability.,Artifact lineage + deterministic edit/source mapping + visual regression,NOT_STARTED
VF-NAT-001,"15 Mobile artifact creation, testing and release",NAT,MobileStoreDeployment,REPLIT-DERIVED-REQUIREMENT,R2V-278,App Store guided publishing,DOCUMENTED,BRIDGE,P2,Expo EAS/Fastlane/Apple APIs,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for MobileStoreDeployment.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-002,"15 Mobile artifact creation, testing and release",NAT,Mobile Capability Recipe,REPLIT-DERIVED-REQUIREMENT,R2V-279;R2V-280,Contacts API integration for generated apps; Device camera API integration for generated apps,DOCUMENTED,BRIDGE,P2,Expo Camera; Expo Contacts,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Mobile Capability Recipe.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-003,"15 Mobile artifact creation, testing and release",NAT,MobilePreview,REPLIT-DERIVED-REQUIREMENT,R2V-281,Expo Go preview,DOCUMENTED,BRIDGE,P2,Expo,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for MobilePreview.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-004,"15 Mobile artifact creation, testing and release",NAT,Android Release Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-282,Google Play internal testing flow,DOCUMENTED,EXTERNAL,P2,Google Play/EAS,Platform rail remains authoritative; VibeFlow records intent/status/evidence for Android Release Adapter.,Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-005,"15 Mobile artifact creation, testing and release",NAT,MobileStoreDeployment(Android),REPLIT-DERIVED-REQUIREMENT,R2V-283,Google Play release,INFERRED/ARCHITECTURAL,BRIDGE,P2,Gradle/Fastlane/Play API,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for MobileStoreDeployment(Android).",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-006,"15 Mobile artifact creation, testing and release",NAT,Mobile UX Capability Recipe,REPLIT-DERIVED-REQUIREMENT,R2V-284,Haptics/native components for generated apps,DOCUMENTED,BRIDGE,P2,Expo Haptics/native APIs,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Mobile UX Capability Recipe.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-007,"15 Mobile artifact creation, testing and release",NAT,DeviceEmulatorCapability,REPLIT-DERIVED-REQUIREMENT,R2V-285,iOS simulator/Android emulator,DOCUMENTED,BRIDGE,P2,Android Emulator; macOS/Xcode provider for iOS,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeviceEmulatorCapability.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-008,"15 Mobile artifact creation, testing and release",NAT,MobileApp Artifact,REPLIT-DERIVED-REQUIREMENT,R2V-286,Mobile artifact type selection,DOCUMENTED,OWN,P2,React Native/Expo project template metadata,"VibeFlow is authoritative for MobileApp Artifact state/policy; external IDs are references, never the source of VibeFlow truth.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-009,"15 Mobile artifact creation, testing and release",NAT,App Notification Capability,REPLIT-DERIVED-REQUIREMENT,R2V-287,Push notifications for generated apps,DOCUMENTED,BRIDGE,P2,Expo Notifications/APNs/FCM,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for App Notification Capability.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-010,"15 Mobile artifact creation, testing and release",NAT,MobileArtifact,REPLIT-DERIVED-REQUIREMENT,R2V-288,React Native app generation,DOCUMENTED,BRIDGE,P2,Expo/React Native,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for MobileArtifact.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-011,"15 Mobile artifact creation, testing and release",NAT,App Monetization Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-289,RevenueCat mobile monetization integration,DOCUMENTED,BRIDGE,P2,RevenueCat,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for App Monetization Adapter.",Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-012,"15 Mobile artifact creation, testing and release",NAT,Store Listing Artifact,REPLIT-DERIVED-REQUIREMENT,R2V-290,Store screenshots/icon generation,DOCUMENTED,DEFER,P2,Screenshot automation + asset generator,Not a greenfield core authority; no foundational dependency on this capability.,Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-NAT-013,"15 Mobile artifact creation, testing and release",NAT,iOS Release Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-291,TestFlight release flow,DOCUMENTED,EXTERNAL,P2,Apple App Store Connect/EAS,Platform rail remains authoritative; VibeFlow records intent/status/evidence for iOS Release Adapter.,Real device/build/sign/store evidence where platform permits,NOT_STARTED
VF-AUT-001,"16 Automations, triggers and long-running services",AUT,Durable Automation Execution,REPLIT-DERIVED-REQUIREMENT,R2V-292,Retry/error state for long-running automation,INFERRED/ARCHITECTURAL,OWN,P2,Temporal/PostgreSQL job state,"VibeFlow is authoritative for Durable Automation Execution state/policy; external IDs are references, never the source of VibeFlow truth.",Durable trigger idempotency/retry/cancellation tests,NOT_STARTED
VF-AUT-002,"16 Automations, triggers and long-running services",AUT,UserAutomation,REPLIT-DERIVED-REQUIREMENT,R2V-293,Scheduled automations,DOCUMENTED,BRIDGE,P2,Temporal/provider scheduler,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for UserAutomation.",Durable trigger idempotency/retry/cancellation tests,NOT_STARTED
VF-AUT-003,"16 Automations, triggers and long-running services",AUT,Schedule Trigger -> Deployment,REPLIT-DERIVED-REQUIREMENT,R2V-294,Scheduled deployment as automation primitive,DOCUMENTED,BRIDGE,P2,Deployment provider cron/scheduler,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Schedule Trigger -> Deployment.",Durable trigger idempotency/retry/cancellation tests,NOT_STARTED
VF-AUT-004,"16 Automations, triggers and long-running services",AUT,Event Trigger Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-295,Slack/Telegram/chat-triggered automations,CORROBORATED,BRIDGE,P2,Webhook/MCP/provider connectors,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Event Trigger Adapter.",Durable trigger idempotency/retry/cancellation tests,NOT_STARTED
VF-AUT-005,"16 Automations, triggers and long-running services",AUT,TriggerBinding,REPLIT-DERIVED-REQUIREMENT,R2V-296,Webhook/event triggers,INFERRED/ARCHITECTURAL,DEFER,P2,Webhook gateway + Temporal,Not a greenfield core authority; no foundational dependency on this capability.,Durable trigger idempotency/retry/cancellation tests,NOT_STARTED
VF-COL-001,17 Collaboration and enterprise governance,COL,Ownership Transfer Workflow,REPLIT-DERIVED-REQUIREMENT,R2V-297,Application transfer between users/workspaces,DOCUMENTED,OWN,P2,Transactional resource transfer + audit,"VibeFlow is authoritative for Ownership Transfer Workflow state/policy; external IDs are references, never the source of VibeFlow truth.",RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-002,17 Collaboration and enterprise governance,COL,Org Template/Design Policy,REPLIT-DERIVED-REQUIREMENT,R2V-298,Custom templates and design systems,DOCUMENTED,DEFER,P2,Template registry/design tokens,Not a greenfield core authority; no foundational dependency on this capability.,RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-003,17 Collaboration and enterprise governance,COL,Org Usage Dashboard,REPLIT-DERIVED-REQUIREMENT,R2V-299,Enterprise analytics dashboard,DOCUMENTED,DEFER,P2,Warehouse/OLAP + control-plane metrics,Not a greenfield core authority; no foundational dependency on this capability.,RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-004,17 Collaboration and enterprise governance,COL,Org Connection Policy,REPLIT-DERIVED-REQUIREMENT,R2V-300,Enterprise connector administration,DOCUMENTED,DEFER,P2,Policy engine + connection catalog,Not a greenfield core authority; no foundational dependency on this capability.,RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-005,17 Collaboration and enterprise governance,COL,Org Privacy Policy,REPLIT-DERIVED-REQUIREMENT,R2V-301,Enterprise privacy controls,DOCUMENTED,DEFER,P2,Policy engine,Not a greenfield core authority; no foundational dependency on this capability.,RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-006,17 Collaboration and enterprise governance,COL,UsagePolicy,REPLIT-DERIVED-REQUIREMENT,R2V-302,Per-user/group spend limits,DOCUMENTED,DEFER,P2,Rules engine,Not a greenfield core authority; no foundational dependency on this capability.,RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-007,17 Collaboration and enterprise governance,COL,PresenceSession,REPLIT-DERIVED-REQUIREMENT,R2V-303,Presence/multiplayer,DOCUMENTED,DEFER,P2,Yjs awareness/WebSocket,Not a greenfield core authority; no foundational dependency on this capability.,RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-008,17 Collaboration and enterprise governance,COL,ProjectMembership,REPLIT-DERIVED-REQUIREMENT,R2V-304,Project collaborators,DOCUMENTED,OWN,P2,OpenFGA,"VibeFlow is authoritative for ProjectMembership state/policy; external IDs are references, never the source of VibeFlow truth.",RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-009,17 Collaboration and enterprise governance,COL,ProjectGrant,REPLIT-DERIVED-REQUIREMENT,R2V-305,Project-level invites separate from workspace membership,DOCUMENTED,OWN,P2,OpenFGA/custom RBAC,"VibeFlow is authoritative for ProjectGrant state/policy; external IDs are references, never the source of VibeFlow truth.",RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
