id,domain,capability,replit_role,evidence_class,evidence,evidence_refs,replit_authority,vibeflow_equivalent,vibeflow_authority_rule,canonical_decision,decision,candidate,license_commercial_posture,priority,verification_gate,rationale
R2V-309,17 Collaboration and enterprise governance,Support access/log upload,Mobile has support request/log upload paths.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Support,SupportBundle,"VibeFlow is authoritative for SupportBundle state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN THIN,Redacted diagnostic bundle,CUSTOM/OWNED,P2,RBAC/collaboration isolation + enterprise audit tests,Strict redaction and user consent.
R2V-310,17 Collaboration and enterprise governance,Workspace/organization billing scope,Usage tracked/pooled across workspace.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Commercial tenant,BillingAccount/CostCenter,"VibeFlow is authoritative for BillingAccount/CostCenter state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Usage ledger,CUSTOM/OWNED,P2,RBAC/collaboration isolation + enterprise audit tests,Keep account/project/provider cost attribution explicit.
R2V-311,"18 Billing, entitlements and commercial system",Agent usage metering,Client has Agent credit/usage terms; docs show usage-based AI billing.,CORROBORATED,P+D,Prior XAPK/docs evidence register; see Final Source Register,Usage ledger,AgentUsageRecord,"VibeFlow is authoritative for AgentUsageRecord state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN NORMALIZATION,OTel usage events + ledger,Apache-2.0,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Record provider attribution; BYOK may be billed externally.
R2V-312,"18 Billing, entitlements and commercial system",AppsFlyer attribution,SDK and client paths in bundle.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Growth,Attribution,Not a greenfield core authority; no foundational dependency on this capability.,REJECT/OMIT,OMIT EARLY,First-party UTM/install refs,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,No need for proprietary attribution initially.
R2V-313,"18 Billing, entitlements and commercial system",Budgets/limits,Users/admins set spend controls.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Billing policy,UsageBudget,"VibeFlow is authoritative for UsageBudget state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Rules + notifications,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,VibeFlow can gate its own billable operations; external provider enforcement may differ.
R2V-314,"18 Billing, entitlements and commercial system",Deployment/database/storage usage pricing dimensions,Infrastructure services contribute separate usage costs.,DOCUMENTED,D,Replit billing docs,Infrastructure billing,Provider UsageRecord categories,"VibeFlow is authoritative for Provider UsageRecord categories state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,BRIDGE+OWN DISPLAY,Usage ingestion + invoices,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Expose source of cost by provider/resource.
R2V-315,"18 Billing, entitlements and commercial system",Entitlements,Mobile queries current user entitlements.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Control plane,Entitlement,"VibeFlow is authoritative for Entitlement state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,PostgreSQL + policy,PostgreSQL License,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Never infer entitlement from client receipt alone.
R2V-316,"18 Billing, entitlements and commercial system",Feature flags/experiments,Statsig client present.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Product rollout,FeatureFlag,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for FeatureFlag.,ADOPT,ADOPT LIGHT,Simple DB flags/GrowthBook core,VERIFY PER DEPENDENCY,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Keep rollout kill-switches; avoid experiment complexity early.
R2V-317,"18 Billing, entitlements and commercial system",Mobile IAP,Apple/Google subscription purchase completion paths.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Store billing,StorePurchase,"VibeFlow is authoritative for StorePurchase state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,ADOPT+OWN RECONCILIATION,OpenIAP/expo-iap + StoreKit/Play Billing,MIT,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Platform rails unavoidable.
R2V-318,"18 Billing, entitlements and commercial system",Native Apple purchase completion mutation,Compiled mobile client contains explicit Apple subscription purchase completion operation.,PACKAGE-PROVEN,P-HBC,Hermes: CompleteAppleSubscriptionPurchaseDocument,Billing service,Store Purchase Reconciliation,Platform rail remains authoritative; VibeFlow records intent/status/evidence for Store Purchase Reconciliation.,EXTERNAL,OWN+EXTERNAL,StoreKit/OpenIAP + billing backend,EXTERNAL/PLATFORM - commercial terms apply,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Store receipt is external evidence; entitlement is VibeFlow authority.
R2V-319,"18 Billing, entitlements and commercial system",Native Google purchase completion mutation,Compiled mobile client contains explicit Google subscription purchase completion operation.,PACKAGE-PROVEN,P-HBC,Hermes: CompleteGoogleSubscriptionPurchaseDocument,Billing service,Store Purchase Reconciliation,Platform rail remains authoritative; VibeFlow records intent/status/evidence for Store Purchase Reconciliation.,EXTERNAL,OWN+EXTERNAL,Google Billing/OpenIAP + billing backend,EXTERNAL/PLATFORM - commercial terms apply,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Same authority split as Apple.
R2V-320,"18 Billing, entitlements and commercial system",Referrals/announcements,Mobile source/strings show growth UX.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Growth,Growth Campaigns,Not a greenfield core authority; no foundational dependency on this capability.,REJECT/OMIT,OMIT EARLY,Custom later,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Not architecture core.
R2V-321,"18 Billing, entitlements and commercial system",Separate AI/Agent usage pricing dimension,Replit documents Agent/AI usage-based charging independent of basic subscription.,DOCUMENTED,D,Replit billing docs,AI billing service,AgentProvider UsageRecord,"VibeFlow is authoritative for AgentProvider UsageRecord state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,BRIDGE+OWN DISPLAY,Provider usage ingestion,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,VibeFlow should not hide vendor cost inside opaque universal credits.
R2V-322,"18 Billing, entitlements and commercial system",Store customer creation/retrieval,Client includes get-or-create App Store/Play Store customer operations.,PACKAGE-PROVEN,P-HBC,Hermes GraphQL symbols,Billing service,Store Customer Link,"VibeFlow is authoritative for Store Customer Link state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Billing account mapping,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Keep store identifiers scoped to product account.
R2V-323,"18 Billing, entitlements and commercial system",Subscription plans,Starter/Core/Pro and client plan queries.,CORROBORATED,P+D,Prior XAPK/docs evidence register; see Final Source Register,Billing,VibeFlowPlan,"VibeFlow is authoritative for VibeFlowPlan state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,PostgreSQL entitlement catalog,PostgreSQL License,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,VibeFlow commercial authority only.
R2V-324,"18 Billing, entitlements and commercial system",Unified credits,Replit credits cover Agent and cloud services.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Billing ledger,Do not copy as default,Not a greenfield core authority; no foundational dependency on this capability.,REJECT/OMIT,OMIT/REDESIGN,Separate meters,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,VibeFlow should expose distinct external provider costs and VibeFlow fees.
R2V-325,"18 Billing, entitlements and commercial system",Usage/budget configuration document,Client includes UBB configuration/limit operations and usage controls.,PACKAGE-PROVEN,P-HBC,Hermes: GetUbbConfigDocument/UpdateUbbLimitsDocument,Billing/usage service,BudgetPolicy,"VibeFlow is authoritative for BudgetPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Usage meter + budget engine,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Policy should stop/require approval before runaway provider spend.
R2V-326,"18 Billing, entitlements and commercial system",Web checkout,Stripe session/payment paths in mobile client.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Billing,WebCheckout,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,BRIDGE,OUTSOURCE,Stripe/Paddle/etc.,VERIFY PER DEPENDENCY,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Payment processor is external; entitlement remains VibeFlow.
R2V-327,"18 Billing, entitlements and commercial system",Whop/Stripe/RevenueCat monetization for user apps,Replit offers app-level monetization paths distinct from Replit account billing.,DOCUMENTED,D,Replit Docs index: monetization,User-app commerce integration,App Commerce Binding,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for App Commerce Binding.",BRIDGE,BRIDGE,Stripe/Whop/RevenueCat,VERIFY PER DEPENDENCY,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Never merge VibeFlow SaaS billing with user app commerce ledger.
R2V-328,"18 Billing, entitlements and commercial system",Workspace/deployment/storage usage,Replit rolls many services into credits.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Usage ledger,ProviderUsageRecord,"VibeFlow is authoritative for ProviderUsageRecord state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,"OWN DISPLAY, NOT BILL",Adapter usage APIs,CUSTOM/OWNED,P2,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,Show normalized cost/usage without pretending VibeFlow owns provider bill.
R2V-329,"19 External clients, APIs and ecosystem interoperability",Admin API,Enterprise automation can administer Replit resources programmatically.,DOCUMENTED,D,Replit Docs index: Admin API,Enterprise control plane,Admin API,"VibeFlow is authoritative for Admin API state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,REST/GraphQL admin API,CUSTOM/OWNED,P2,Protocol conformance + scoped authorization + compatibility tests,Separate high-privilege administrative surface with explicit scopes.
R2V-330,"19 External clients, APIs and ecosystem interoperability",Gemini CLI extension,Replit offers extension support for Gemini CLI as external development interface.,DOCUMENTED,D,Replit Feb 6 2026 changelog,External development integration,CLI Agent/Workspace Adapter,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for CLI Agent/Workspace Adapter.",BRIDGE,BRIDGE,ACP/MCP/CLI adapter,Apache-2.0; MIT,P2,Protocol conformance + scoped authorization + compatibility tests,Reinforces open external control surface direction.
R2V-331,"19 External clients, APIs and ecosystem interoperability",Open-in/install-link ecosystem affordances,Replit supports links/badges that bootstrap resources/integrations from external docs.,DOCUMENTED,D,Replit MCP install links,Ecosystem growth,Signed Import/Install Descriptor,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Deep links + signed manifests,CUSTOM/OWNED,P2,Protocol conformance + scoped authorization + compatibility tests,Avoid allowing unsigned payloads to silently grant connections.
R2V-332,"19 External clients, APIs and ecosystem interoperability",Replit in ChatGPT,External AI client can operate on Replit through supported integration.,DOCUMENTED,D,Replit Docs index: Replit in ChatGPT,External platform integration,External Assistant Connector,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for External Assistant Connector.",BRIDGE,BRIDGE,MCP/app connector,MIT,P2,Protocol conformance + scoped authorization + compatibility tests,Proof that development platform can be controlled outside its primary UI.
R2V-333,"19 External clients, APIs and ecosystem interoperability",Replit in Claude,External Claude workflows can interact with Replit.,DOCUMENTED,D,Replit Docs index: Replit in Claude,External platform integration,External Assistant Connector,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for External Assistant Connector.",BRIDGE,BRIDGE,MCP/app connector,MIT,P2,Protocol conformance + scoped authorization + compatibility tests,Same provider-neutral principle.
R2V-334,"19 External clients, APIs and ecosystem interoperability",Replit in Slack,Slack can act as an interaction/control surface for Replit workflows.,DOCUMENTED,D,Replit Docs index: Replit in Slack,External interaction surface,Messaging Control Adapter,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Slack app/MCP,MIT,P2,Protocol conformance + scoped authorization + compatibility tests,Useful secondary control surface after mobile.
R2V-335,"19 External clients, APIs and ecosystem interoperability",Replit MCP server for external clients,External MCP clients can create/update/manage Replit apps through a hosted server.,DOCUMENTED,D,Replit Docs: Replit MCP Server,External platform API,VibeFlow MCP Server,"VibeFlow is authoritative for VibeFlow MCP Server state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,ADOPT+OWN TOOLS,MCP 2026-07-28,MIT,P2,Protocol conformance + scoped authorization + compatibility tests,Expose VibeFlow-owned control-plane operations as MCP tools without inventing a new external protocol.
R2V-336,"20 SaaS business, support and administration",Account portal,"Profile, billing, invoices, usage, connections.",CORROBORATED,P+D,Prior XAPK/docs evidence register; see Final Source Register,Business/control plane,Account Portal,"VibeFlow is authoritative for Account Portal state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN UI + ADOPT SERVICES,React web + shared APIs,CUSTOM/OWNED,P2,SaaS workflow + privacy/redaction + audit tests,Shared identity/control plane with mobile.
R2V-337,"20 SaaS business, support and administration",Admin/support console,Operational support/admin workflows.,CORROBORATED,P+D,Prior XAPK/docs evidence register; see Final Source Register,Business operations,Admin Console,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Admin Console.,ADOPT,ADOPT/PURCHASE,Retool/Appsmith/custom,VERIFY PER DEPENDENCY,P2,SaaS workflow + privacy/redaction + audit tests,Do not consume core product engineering unnecessarily.
R2V-338,"20 SaaS business, support and administration",AI-friendly repository instructions,Prior Open SaaS research supports deterministic AGENTS.md/skills/docs approach.,INFERRED/ARCHITECTURAL,Research,Prior XAPK/docs evidence register; see Final Source Register,Developer experience,AI Development Contract,"VibeFlow is authoritative for AI Development Contract state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,AGENTS.md + llms.txt + skill manifests,CUSTOM/OWNED,P2,SaaS workflow + privacy/redaction + audit tests,Make VibeFlow itself easy for coding agents to modify safely.
R2V-339,"20 SaaS business, support and administration",Email lifecycle,"Verification, resets, alerts, invoices.",CORROBORATED,P+D,Prior XAPK/docs evidence register; see Final Source Register,Business system,Email service,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Email service.,ADOPT,ADOPT,Resend/Postmark/etc.,VERIFY PER DEPENDENCY,P2,SaaS workflow + privacy/redaction + audit tests,Commodity.
R2V-340,"20 SaaS business, support and administration",Enterprise sales/provisioning,Enterprise SSO/audit/privacy controls.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Business/enterprise,Enterprise feature pack,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER/OUTSOURCE,WorkOS + CRM,CUSTOM/OWNED,P2,SaaS workflow + privacy/redaction + audit tests,After core product-market fit.
R2V-341,"20 SaaS business, support and administration",Feedback/help entry points,Mobile/web surfaces expose feedback and support entry points.,CORROBORATED,P+D,Hermes routes; Replit docs,Support/growth,Feedback Center,"VibeFlow is authoritative for Feedback Center state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN/ADOPT,Helpdesk/feedback SaaS,CUSTOM/OWNED,P2,SaaS workflow + privacy/redaction + audit tests,Commodity business plumbing.
R2V-342,"20 SaaS business, support and administration",Marketing/pricing/docs site,Public acquisition and product documentation.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Business system,VibeFlow Web,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for VibeFlow Web.,ADOPT,ADOPT TEMPLATE/PATTERNS,Next.js/Open SaaS patterns,VERIFY PER DEPENDENCY,P2,SaaS workflow + privacy/redaction + audit tests,Separate from product control plane.
R2V-343,"20 SaaS business, support and administration",Payment invoices/tax,Commercial back office.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Billing,Billing Provider,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,BRIDGE,OUTSOURCE,Stripe/Paddle/etc.,VERIFY PER DEPENDENCY,P2,SaaS workflow + privacy/redaction + audit tests,Do not implement acquiring/tax rails.
R2V-344,"20 SaaS business, support and administration",Support asset upload,Compiled client includes SupportAssetUpload operation.,PACKAGE-PROVEN,P-HBC,Hermes GraphQL symbols,Support service,Support Evidence Attachment,"VibeFlow is authoritative for Support Evidence Attachment state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Object storage + signed upload,CUSTOM/OWNED,P2,SaaS workflow + privacy/redaction + audit tests,Scrub secrets before support upload.
R2V-345,"20 SaaS business, support and administration",Support diagnostic log upload,Client includes support-log collection/upload paths.,PACKAGE-PROVEN,P-HBC,Hermes security cluster,Support/mobile telemetry,Diagnostic Bundle,"VibeFlow is authoritative for Diagnostic Bundle state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN POLICY,Redacted diagnostic pack,CUSTOM/OWNED,P2,SaaS workflow + privacy/redaction + audit tests,Never include secrets/raw provider tokens.
R2V-346,"20 SaaS business, support and administration",Support request creation,Compiled client includes FrontSupportRequest operation and support screens.,PACKAGE-PROVEN,P-HBC,Hermes GraphQL symbols,Support service,Support Case,"VibeFlow is authoritative for Support Case state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN/ADOPT,Helpdesk integration,CUSTOM/OWNED,P2,SaaS workflow + privacy/redaction + audit tests,Commodity SaaS workflow; keep product telemetry references scoped.
R2V-347,21 Release engineering and software supply chain,Clean-room policy,Forensic architecture knowledge must not become copied proprietary source/UI/assets.,INFERRED/ARCHITECTURAL,Design,Prior XAPK/docs evidence register; see Final Source Register,VibeFlow,CleanRoomPolicy,"VibeFlow is authoritative for CleanRoomPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Repository policy + evidence refs,CUSTOM/OWNED,P2,SBOM/signature/provenance/reproducible-build/release gates,"Use behavior/contracts/architecture, not Replit proprietary code/assets."
R2V-348,21 Release engineering and software supply chain,Commercial license policy,Open source counterpart must be compatible with monthly commercial app.,INFERRED/ARCHITECTURAL,Design,Prior XAPK/docs evidence register; see Final Source Register,VibeFlow,DependencyPolicy,"VibeFlow is authoritative for DependencyPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,License allowlist + legal review,CUSTOM/OWNED,P2,SBOM/signature/provenance/reproducible-build/release gates,Prefer MIT/Apache/BSD/PostgreSQL; review copyleft/open-core/service terms.
R2V-349,21 Release engineering and software supply chain,Conformance tests,Provider/agent/workspace adapters need common behavioral contract.,INFERRED/ARCHITECTURAL,Design,Prior XAPK/docs evidence register; see Final Source Register,VibeFlow,ConformanceSuite,"VibeFlow is authoritative for ConformanceSuite state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Test harness,CUSTOM/OWNED,P2,SBOM/signature/provenance/reproducible-build/release gates,Open provider ecosystem only works if adapters are testable.
R2V-350,21 Release engineering and software supply chain,Dependency inventory,Large RN/Expo/native dependency surface.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Supply chain,SBOM/DependencyRegistry,"VibeFlow is authoritative for SBOM/DependencyRegistry state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN GOVERNANCE,Syft/OSV/license scanner,CUSTOM/OWNED,P2,SBOM/signature/provenance/reproducible-build/release gates,Every adopted dependency needs license/security record.
R2V-351,21 Release engineering and software supply chain,Dependency/version inventory in APK,Base APK contains 110 dependency version marker files.,PACKAGE-PROVEN,P-APK,APK: 08_meta_dependency_versions.json,Mobile supply chain,SBOM/Dependency Evidence,"VibeFlow is authoritative for SBOM/Dependency Evidence state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN+ADOPT,CycloneDX/Syft/Gradle lockfiles,CUSTOM/OWNED,P2,SBOM/signature/provenance/reproducible-build/release gates,Generate authoritative SBOM at build time rather than inferring after ship.
R2V-352,21 Release engineering and software supply chain,Hermes v96 bytecode runtime compatibility,"Shipped Android bundle is Hermes bytecode v96 with 48,119 functions.",PACKAGE-PROVEN,P-HBC,Official hermes-dec 0.1.7 parser,Mobile release/runtime,Runtime Compatibility Gate,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Runtime Compatibility Gate.,ADOPT,ADOPT,Expo/React Native/Hermes,MIT,P2,SBOM/signature/provenance/reproducible-build/release gates,OTA bundle must match native runtime version.
R2V-353,21 Release engineering and software supply chain,Mobile binary releases,Store-delivered native releases.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Release system,MobileRelease,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for MobileRelease.,ADOPT,ADOPT,EAS/GitHub Actions/Fastlane,VERIFY PER DEPENDENCY,P2,SBOM/signature/provenance/reproducible-build/release gates,Automate signing/release evidence.
R2V-354,21 Release engineering and software supply chain,Native library hardening baseline,All 27 observed ARM64 libraries report RELRO/NX/PIE; stack canary symbol appears in 26/27.,PACKAGE-PROVEN,P-NATIVE,APK: 17_native_elf_inventory.json,Native supply chain,Native Binary Hardening Gate,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Native Binary Hardening Gate.,ADOPT,ADOPT+VERIFY,Compiler/linker hardening + scanner,VERIFY PER DEPENDENCY,P2,SBOM/signature/provenance/reproducible-build/release gates,"Use as measurable release gate, not claim of complete native security."
R2V-355,21 Release engineering and software supply chain,OTA JS/assets,Expo Updates channel in APK.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Release system,OTARelease,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for OTARelease.,ADOPT,ADOPT+POLICY,expo-updates,MIT,P2,SBOM/signature/provenance/reproducible-build/release gates,"Signed channels, runtime compatibility, rollback policy."
R2V-356,21 Release engineering and software supply chain,OTA/native compatibility runtimeVersion,Expo config pins runtimeVersion to 2.193.0 and Expo Updates URL.,PACKAGE-PROVEN,P-CONFIG,APK: 06_expo_app_config.json,Mobile release,OTA Compatibility Policy,"VibeFlow is authoritative for OTA Compatibility Policy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN+ADOPT,expo-updates channels/runtimeVersion,MIT,P2,SBOM/signature/provenance/reproducible-build/release gates,Never deliver incompatible JS bundle to native binary.
R2V-357,21 Release engineering and software supply chain,Signed mobile APK distribution,Shipped base APK contains signing certificate metadata and split packaging.,PACKAGE-PROVEN,P-APK,APK: 15_apk_signing_certificate.txt; XAPK inventory,Mobile release,Signed Native Release,Platform rail remains authoritative; VibeFlow records intent/status/evidence for Signed Native Release.,EXTERNAL,EXTERNAL+OWN POLICY,Android signing/EAS/Play,EXTERNAL/PLATFORM - commercial terms apply,P2,SBOM/signature/provenance/reproducible-build/release gates,Signing keys must remain outside agent/user workspace.
R2V-358,22 Project environment and configuration model,.replit project configuration,Replit documents a project configuration file for run/build/workspace behavior.,DOCUMENTED,D,Replit Docs index: .replit,Project/workspace configuration,Project Runtime Descriptor,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Project Runtime Descriptor.",BRIDGE,BRIDGE,Dev Container + adapter extension config,spec/code mixed; file-level review,P2,Environment parsing/port/dependency reproducibility tests,Prefer standard environment definitions with provider extensions.
R2V-359,22 Project environment and configuration model,Dependency management UI/Agent integration,Project environment exposes package/dependency installation and management.,DOCUMENTED,D,Replit Docs index: dependency management,Workspace/package plane,Dependency Capability,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Dependency Capability.",BRIDGE,BRIDGE,Package manager/workspace adapter,VERIFY PER DEPENDENCY,P2,Environment parsing/port/dependency reproducibility tests,Authority is workspace/package manager; VibeFlow verifies resulting lockfiles/SBOM.
R2V-360,22 Project environment and configuration model,Port declaration/detection,Replit environment exposes network services/ports to Preview/deploy tooling.,DOCUMENTED,D,Replit Docs index: ports,Workspace runtime,Port Capability Manifest,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Port Capability Manifest.",BRIDGE,BRIDGE,Dev Container ports/workspace adapter,spec/code mixed; file-level review,P2,Environment parsing/port/dependency reproducibility tests,Normalize exposed service metadata.
R2V-361,22 Project environment and configuration model,replit.md project/Agent guidance,Project-level markdown gives Agent/project-specific instructions/context.,DOCUMENTED,D,Replit Docs index: replit.md,Project context,Project Instruction Artifact,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Project Instruction Artifact.,EXTEND,ADOPT/EXTEND,AGENTS.md + provider-specific compatibility,VERIFY PER DEPENDENCY,P2,Environment parsing/port/dependency reproducibility tests,Use open/common agent-instruction conventions; retain provider adapters.
R2V-362,22 Project environment and configuration model,replit.nix environment configuration,Replit documents Nix configuration for environment dependencies.,DOCUMENTED,D,Replit Docs index: replit.nix,Workspace environment,Environment Definition,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Environment Definition.",BRIDGE,BRIDGE,Dev Containers/Nix adapters,spec/code mixed; file-level review,P2,Environment parsing/port/dependency reproducibility tests,Do not make Replit Nix format VibeFlow canonical.
R2V-363,"23 Growth, feedback, discovery and SEO",Agent Inbox from published-app feedback,Visitor feedback becomes a builder inbox that can launch Agent implementation work.,DOCUMENTED,D,Replit Feb 6 2026 changelog,Feedback + task system,Feedback -> Task lineage,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Feedback widget + task API,CUSTOM/OWNED,P2,Quality metric reproducibility + feedback/task lineage,Strong closed loop after production/monitoring foundation.
R2V-364,"23 Growth, feedback, discovery and SEO",Referral/announcement growth surfaces,Client includes growth/announcement/referral-style states and experiments.,PACKAGE-PROVEN,P-HBC,Hermes flags/routes,Growth system,Growth Surface,Not a greenfield core authority; no foundational dependency on this capability.,REJECT/OMIT,OMIT EARLY,Product analytics/CRM,CUSTOM/OWNED,P2,Quality metric reproducibility + feedback/task lineage,Not part of greenfield technical core.
R2V-365,"23 Growth, feedback, discovery and SEO",SEO Agent,Agent can act on SEO findings and recommendations.,DOCUMENTED,D,Replit Docs index: SEO Agent,Agent + quality tooling,SEO Finding -> Task,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Scanner + coding agent,CUSTOM/OWNED,P2,Quality metric reproducibility + feedback/task lineage,Same finding-to-task pattern as security.
R2V-366,"23 Growth, feedback, discovery and SEO",SEO Rating,Replit exposes SEO assessment/rating as a product capability.,DOCUMENTED,D,Replit Docs index: SEO Rating,Quality/marketing tooling,SEO Verification Check,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for SEO Verification Check.",BRIDGE,ADOPT/BRIDGE,Lighthouse/SEO scanner,VERIFY PER DEPENDENCY,P2,Quality metric reproducibility + feedback/task lineage,Useful optional verification dimension.
R2V-367,24 Private or unknowable Replit implementation,Abuse/fraud/platform-safety decision systems,Automated fraud/abuse controls are not inferable from distributed app.,UNKNOWN/PRIVATE,U,Not obtainable from APK,Replit trust/safety backend,Abuse & Risk Policy,"VibeFlow is authoritative for Abuse & Risk Policy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN/ADOPT,Rate limits/risk vendors/manual review,CUSTOM/OWNED,N/A,Not claimable from APK; implement from independent requirements and verify separately,Required operationally but not copied.
R2V-368,24 Private or unknowable Replit implementation,Agent foundation/model orchestration,Private Agent execution/routing internals,UNKNOWN/PRIVATE,U,Prior XAPK/docs evidence register; see Final Source Register,Private Replit implementation,Provider-neutral AgentBinding + policy,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,UNKNOWN/OWN-INDEPENDENTLY,DESIGN INDEPENDENTLY,Standards/OSS primitives,VERIFY PER DEPENDENCY,N/A,Not claimable from APK; implement from independent requirements and verify separately,Do not infer/copy private implementation; derive requirements from observable behavior.
